,centers,hist
0,0.04363323129985824,0.04098588330073489
1,0.1308996938995747,0.04015152389254464
2,0.2181661564992912,0.03995652194234602
3,0.30543261909900765,0.040082650863325554
4,0.39269908169872414,0.041665485842065385
5,0.4799655442984406,0.04252660615618715
6,0.5672320068981571,0.04425880433082379
7,0.6544984694978736,0.04646460830578324
8,0.74176493209759,0.04943942529072809
9,0.8290313946973066,0.0522507725557192
10,0.9162978572970231,0.05678788707996807
11,1.0035643198967394,0.061542200584916884
12,1.0908307824964558,0.06742379132112025
13,1.1780972450961724,0.0739851920475373
14,1.265363707695889,0.0821997529240956
15,1.3526301702956054,0.09077071098197435
16,1.4398966328953218,0.09982108340890523
17,1.5271630954950384,0.10959462264263652
18,1.6144295580947547,0.11933932648160438
19,1.7016960206944711,0.1307747387185709
20,1.7889624832941877,0.14235806200925188
21,1.876228945893904,0.1538326820851413
22,1.9634954084936207,0.16483037717857688
23,2.050761871093337,0.1772314639667929
24,2.138028333693054,0.18920914758441812
25,2.2252947962927703,0.20068190062035884
26,2.3125612588924866,0.2124297308754095
27,2.399827721492203,0.2220366886559392
28,2.4870941840919194,0.23153784750604198
29,2.574360646691636,0.2401220822924449
30,2.6616271092913526,0.24771056243953574
31,2.748893571891069,0.2548053142446343
32,2.8361600344907854,0.26216560062021615
33,2.923426497090502,0.26850731297933494
34,3.0106929596902186,0.2719115491524831
35,3.097959422289935,0.2773052201154236
36,3.1852258848896513,0.280122375949144
37,3.272492347489368,0.28307852253460175
38,3.359758810089084,0.2846717299575011
39,3.447025272688801,0.28671510145692275
40,3.5342917352885173,0.2862421180032495
41,3.6215581978882336,0.2848127951980703
42,3.7088246604879505,0.2819852669201904
43,3.7960911230876664,0.279956416842592
44,3.883357585687383,0.27561451171742496
45,3.9706240482870996,0.2707685058061061
46,4.057890510886816,0.2638480110628872
47,4.145156973486532,0.25746065994946654
48,4.23242343608625,0.250884530352343
49,4.319689898685965,0.2423334873872505
50,4.4069563612856815,0.23478442252796575
51,4.494222823885399,0.2255197554046996
52,4.581489286485115,0.21757238868969003
53,4.6687557490848315,0.20762314025189682
54,4.756022211684548,0.1971832752053592
55,4.843288674284264,0.18639759287054383
56,4.930555136883981,0.17507752221263095
57,5.017821599483698,0.164279185495941
58,5.105088062083414,0.15208181351101754
59,5.19235452468313,0.1398869309126924
60,5.279620987282847,0.1277173570781164
61,5.366887449882563,0.11614565092489407
62,5.45415391248228,0.10521164263859784
63,5.541420375081996,0.09468485651000359
64,5.6286868376817125,0.08457836181875233
65,5.715953300281429,0.07567859728101742
66,5.803219762881146,0.06784989132719255
67,5.890486225480862,0.060999099408725416
68,5.977752688080578,0.0544161239984566
69,6.065019150680295,0.049510995155428644
70,6.152285613280012,0.04576592046719926
71,6.239552075879728,0.042986312881336225
