,alpha0,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha7,alpha8
1,-0.007658241623923923,-0.022205453141510012,0.0651926721206183,-0.09737816300745417,0.00045706280499846486,-0.005112981313694989,-0.03526740747524257,0.07234275250323241,0.005244289793376322
2,0.006689479497299394,-0.068163743916279,-0.022902089062142125,0.00967919999131045,0.0877382931280335,0.0433007411808716,0.00032009430420254503,-0.011826900844288946,-0.062060372230026806
3,0.006689479567735829,0.08773829302902891,0.009679200147543032,-0.022902089053569295,-0.06816374405861236,-0.06206037228759287,-0.011826900845372967,0.0003200942964393938,0.04330074118542143
4,-0.007658241685979172,0.00045706279143487016,-0.09737816311814207,0.0651926722984067,-0.022205453111790452,0.0052442898226812695,0.07234275256425005,-0.03526740747552842,-0.005112981307503622
5,-0.00765824169552054,-0.005112981261852549,-0.03526740745630311,0.07234275258880196,0.005244289797581625,-0.022205453110888118,0.0651926722140137,-0.0973781630775673,0.0004570628007662947
6,0.00668947952912155,0.043300741196590165,0.00032009431013503564,-0.011826900849831512,-0.062060372265764885,-0.06816374398994796,-0.02290208905361584,0.009679200061136872,0.08773829309846382
7,0.006689479498300399,-0.06206037221564242,-0.011826900844564059,0.00032009431193170956,0.0433007411944559,0.08773829309412362,0.009679200080111361,-0.022902089053400854,-0.06816374399152741
8,-0.007658241675889577,0.0052442898183079345,0.0723427525242698,-0.035267407463345196,-0.0051129812671892455,0.0004570628001121513,-0.0973781630845112,0.06519267220979719,-0.022205453117428275
