,k,k_uncert,cpu_time,runtime,fluxQ1,fluxQ2,fluxQ3,fluxQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00625,0.982095,0.00025,1.91886E+03,9.66446E+01,2.53521e+19,2.64705e+19,2.60188e+19,2.53575e+19,8.49109e+16,8.46725e+16,8.49089e+16,8.47562e+16,2751960.0,2744240.0,2751900.0,2746950.0,0.00171,0.00174,0.00176,0.00173,0.00081,0.00081,0.00074,0.00079,0.00081,0.00081,0.00074,0.00079,3.50586599,3.0613119,0.115930732,2.88375251,2.69942748,1.0620606,3.47077183,3.17974792
sample_00626,0.97733,0.00024,1.86680E+03,9.36933E+01,2.56762e+19,2.57611e+19,2.5286e+19,2.51366e+19,8.47838e+16,8.48052e+16,8.48782e+16,8.47421e+16,2747850.0,2748540.0,2750900.0,2746490.0,0.00143,0.00141,0.00137,0.00138,0.0008,0.00076,0.0008,0.00082,0.0008,0.00076,0.0008,0.00082,2.38355177,5.46705777,4.31452194,4.13478633,5.75574487,0.132582266,2.0003959,3.05001411
sample_00627,0.98479,0.00024,1.87360E+03,9.39719E+01,2.59381e+19,2.58954e+19,2.59918e+19,2.61319e+19,8.48705e+16,8.48876e+16,8.48175e+16,8.48134e+16,2750650.0,2751210.0,2748930.0,2748800.0,0.00122,0.00123,0.00126,0.00126,0.00078,0.00077,0.0008,0.00078,0.00078,0.00077,0.0008,0.00078,5.87856638,4.39916527,1.17539998,5.49695862,4.98439489,2.16245409,4.9393542,3.27444632
sample_00628,0.989911,0.00026,1.88531E+03,9.46861E+01,2.55759e+19,2.66328e+19,2.53199e+19,2.48468e+19,8.4789e+16,8.47792e+16,8.48237e+16,8.47872e+16,2748010.0,2747690.0,2749130.0,2747950.0,0.00136,0.00142,0.0014,0.0014,0.00078,0.00079,0.0008,0.00075,0.00078,0.00079,0.0008,0.00075,3.73196828,0.758692902,2.82821594,3.12603148,1.582389,2.57928382,3.64178098,3.08481865
sample_00629,0.987438,0.00025,1.87416E+03,9.38652E+01,2.62287e+19,2.6246e+19,2.58064e+19,2.59343e+19,8.494e+16,8.48919e+16,8.48118e+16,8.48905e+16,2752900.0,2751350.0,2748750.0,2751300.0,0.00172,0.0017,0.00174,0.00176,0.00078,0.00079,0.00079,0.00078,0.00078,0.00079,0.00079,0.00078,5.97180306,2.93113364,0.575216553,1.78074936,2.22015654,0.465601485,3.98879477,1.58561907
sample_00630,0.986966,0.00025,1.89022E+03,9.52054E+01,2.61423e+19,2.56543e+19,2.57393e+19,2.5458e+19,8.47912e+16,8.50459e+16,8.48694e+16,8.4828e+16,2748080.0,2756340.0,2750610.0,2749270.0,0.00136,0.00133,0.00136,0.0014,0.00077,0.00081,0.00077,0.00077,0.00077,0.00081,0.00077,0.00077,1.65317187,1.73277862,0.406056789,0.99741931,2.21348183,5.83728499,2.85819965,1.27462609
sample_00631,0.995234,0.00024,1.88927E+03,9.46484E+01,2.51903e+19,2.5578e+19,2.52588e+19,2.50646e+19,8.48784e+16,8.48264e+16,8.47298e+16,8.47952e+16,2750900.0,2749220.0,2746090.0,2748210.0,0.00107,0.00108,0.00109,0.00108,0.00081,0.00082,0.00078,0.00078,0.00081,0.00082,0.00078,0.00078,0.608297073,4.90191281,1.11738943,1.94117442,3.02064935,6.15525908,1.40001664,6.09524044
sample_00632,0.989522,0.00025,1.88686E+03,9.44264E+01,2.52843e+19,2.62601e+19,2.56827e+19,2.50582e+19,8.48442e+16,8.47729e+16,8.4829e+16,8.4906e+16,2749800.0,2747490.0,2749310.0,2751800.0,0.00132,0.00143,0.00139,0.00136,0.00077,0.00077,0.00078,0.0008,0.00077,0.00077,0.00078,0.0008,4.27922736,6.01474434,0.979331467,2.37479961,1.89838779,2.86033352,3.98758211,2.3981087
sample_00633,0.997263,0.00024,1.89388E+03,9.46627E+01,2.55681e+19,2.55633e+19,2.51562e+19,2.57206e+19,8.49831e+16,8.48326e+16,8.48523e+16,8.49099e+16,2754300.0,2749420.0,2750060.0,2751930.0,0.0015,0.00147,0.00149,0.0015,0.0008,0.00081,0.0008,0.0008,0.0008,0.00081,0.0008,0.0008,0.634933463,5.29997032,3.43532127,1.90496681,2.82306857,1.26032873,6.02099162,4.8298188
sample_00634,0.993801,0.00023,1.88840E+03,9.43059E+01,2.48917e+19,2.49895e+19,2.5733e+19,2.60254e+19,8.4863e+16,8.48288e+16,8.47884e+16,8.48246e+16,2750410.0,2749300.0,2747990.0,2749160.0,0.00173,0.00174,0.00176,0.00171,0.00078,0.00081,0.0008,0.0008,0.00078,0.00081,0.0008,0.0008,4.05199481,5.77418632,1.52299955,6.13804366,3.56922017,5.78837716,5.60954679,5.05509796
sample_00635,0.975424,0.00024,1.87113E+03,9.39658E+01,2.52535e+19,2.55718e+19,2.60067e+19,2.54439e+19,8.48794e+16,8.47332e+16,8.47711e+16,8.50557e+16,2750940.0,2746200.0,2747430.0,2756660.0,0.00146,0.00144,0.0015,0.00151,0.00076,0.00077,0.00079,0.00078,0.00076,0.00077,0.00079,0.00078,4.00881608,3.77891606,0.290476023,5.73432147,4.24521719,0.734530541,1.14793764,2.72815148
sample_00636,0.988648,0.00023,2.58100E+03,1.29844E+02,2.54733e+19,2.58888e+19,2.47489e+19,2.52928e+19,8.47627e+16,8.48302e+16,8.48664e+16,8.49906e+16,2747160.0,2749340.0,2750520.0,2754540.0,0.00129,0.00133,0.00136,0.0013,0.00078,0.00077,0.00078,0.00078,0.00078,0.00077,0.00078,0.00078,2.60389092,1.65941577,0.801102513,2.35295695,6.12138488,0.905256995,2.8208787,5.95193996
sample_00637,0.989374,0.00025,2.58217E+03,1.29689E+02,2.51192e+19,2.52924e+19,2.55164e+19,2.52763e+19,8.48593e+16,8.4794e+16,8.49112e+16,8.48656e+16,2750290.0,2748170.0,2751970.0,2750490.0,0.00131,0.00135,0.0014,0.00137,0.00077,0.00081,0.00077,0.00078,0.00077,0.00081,0.00077,0.00078,5.42593764,3.42543695,1.54666822,0.535479895,3.17734245,6.10772634,1.56104178,5.468028
sample_00638,0.993681,0.00025,2.57821E+03,1.29775E+02,2.48437e+19,2.60976e+19,2.58543e+19,2.52369e+19,8.48309e+16,8.47839e+16,8.48361e+16,8.49396e+16,2749370.0,2747840.0,2749530.0,2752890.0,0.00142,0.00147,0.00142,0.0014,0.0008,0.00078,0.00077,0.00079,0.0008,0.00078,0.00077,0.00079,5.17539857,3.93532159,1.97770596,3.95964351,4.8898213,4.44688029,5.59213106,2.17881264
sample_00639,0.990743,0.00024,2.58084E+03,1.29713E+02,2.49868e+19,2.6186e+19,2.53651e+19,2.57052e+19,8.48147e+16,8.48945e+16,8.47815e+16,8.48184e+16,2748840.0,2751430.0,2747760.0,2748960.0,0.00124,0.00127,0.00126,0.00125,0.00083,0.00077,0.00079,0.00082,0.00083,0.00077,0.00079,0.00082,3.74624078,3.27905641,2.37452312,3.99719515,4.51185499,0.946621781,3.6739202,6.24648416
sample_00640,0.994556,0.00024,2.57661E+03,1.29617E+02,2.55142e+19,2.52614e+19,2.60061e+19,2.59917e+19,8.486e+16,8.48678e+16,8.49338e+16,8.47826e+16,2750310.0,2750560.0,2752700.0,2747800.0,0.00118,0.00119,0.00125,0.0012,0.00078,0.00086,0.00083,0.00081,0.00078,0.00086,0.00083,0.00081,0.334757714,4.69451159,4.82801357,1.46178793,2.93978897,2.81890567,0.0641195542,4.72359083
sample_00641,0.988261,0.00025,2.57175E+03,1.29336E+02,2.56075e+19,2.64669e+19,2.50066e+19,2.49266e+19,8.49403e+16,8.49239e+16,8.48262e+16,8.48438e+16,2752910.0,2752380.0,2749220.0,2749790.0,0.0014,0.00147,0.00141,0.00135,0.0008,0.00081,0.00081,0.00083,0.0008,0.00081,0.00081,0.00083,2.25230471,6.15729882,1.1817591,3.06763774,1.17472577,1.98165013,3.89026521,2.63944071
sample_00642,0.996994,0.00023,2.58204E+03,1.29598E+02,2.4889e+19,2.4505e+19,2.48773e+19,2.60307e+19,8.48976e+16,8.49172e+16,8.48303e+16,8.48095e+16,2751530.0,2752160.0,2749340.0,2748670.0,0.00124,0.00122,0.0012,0.00124,0.00081,0.00082,0.00082,0.00082,0.00081,0.00082,0.00082,0.00082,0.98299249,5.03877009,0.155815004,1.39452251,4.98602741,2.45492542,5.11469028,5.60094334
sample_00643,0.988872,0.00025,2.57616E+03,1.29455E+02,2.66015e+19,2.59006e+19,2.51402e+19,2.5774e+19,8.49431e+16,8.49295e+16,8.48808e+16,8.48864e+16,2753000.0,2752560.0,2750980.0,2751170.0,0.00127,0.00125,0.00127,0.00129,0.00081,0.00079,0.0008,0.00081,0.00081,0.00079,0.0008,0.00081,1.29764523,0.414058951,4.72897675,2.76847772,0.312865202,1.36458849,5.20716459,2.72071164
sample_00644,0.99557,0.00024,2.58865E+03,1.30088E+02,2.56524e+19,2.61823e+19,2.65111e+19,2.54025e+19,8.48698e+16,8.50018e+16,8.47925e+16,8.48271e+16,2750630.0,2754900.0,2748120.0,2749240.0,0.00121,0.00127,0.00123,0.00119,0.00079,0.0008,0.00082,0.0008,0.00079,0.0008,0.00082,0.0008,2.41050387,1.41216469,0.40920544,2.40176433,2.99048985,3.27670828,1.69452903,0.828469762
sample_00645,0.980888,0.00024,2.56495E+03,1.29042E+02,2.59884e+19,2.59194e+19,2.56279e+19,2.5504e+19,8.48894e+16,8.48009e+16,8.49116e+16,8.48314e+16,2751260.0,2748400.0,2751990.0,2749390.0,0.00127,0.00127,0.00124,0.00125,0.00081,0.00082,0.00079,0.00079,0.00081,0.00082,0.00079,0.00079,4.4064948,1.99859622,0.594795464,4.79062171,4.98136989,1.13508697,3.25631147,3.80044567
sample_00646,0.981987,0.00024,2.55731E+03,1.28839E+02,2.60219e+19,2.55876e+19,2.56097e+19,2.60133e+19,8.48222e+16,8.48923e+16,8.48419e+16,8.47934e+16,2749090.0,2751360.0,2749730.0,2748150.0,0.00172,0.00173,0.00179,0.00177,0.0008,0.00079,0.00081,0.00075,0.0008,0.00079,0.00081,0.00075,1.43770265,4.37001082,4.44199837,0.69704932,0.245135482,2.51609462,3.39559316,4.3348412
sample_00647,0.981673,0.00025,2.56093E+03,1.29080E+02,2.56617e+19,2.63575e+19,2.61998e+19,2.61552e+19,8.48901e+16,8.47966e+16,8.48176e+16,8.48671e+16,2751290.0,2748260.0,2748940.0,2750540.0,0.00132,0.00136,0.00134,0.0013,0.0008,0.0008,0.00077,0.00078,0.0008,0.0008,0.00077,0.00078,2.7557481,3.83826194,6.04879957,2.03635074,5.45661683,1.9660591,6.18445671,2.28008001
sample_00648,0.983425,0.00026,2.56316E+03,1.29049E+02,2.53585e+19,2.62599e+19,2.53297e+19,2.5693e+19,8.49188e+16,8.48851e+16,8.48769e+16,8.48488e+16,2752220.0,2751130.0,2750860.0,2749950.0,0.00139,0.00137,0.00138,0.00142,0.00081,0.00075,0.00082,0.0008,0.00081,0.00075,0.00082,0.0008,4.47022386,4.1706304,0.567338285,3.19995709,1.29506283,0.590377669,1.72350127,5.60275199
sample_00649,0.976656,0.00024,2.55870E+03,1.29044E+02,2.60918e+19,2.56069e+19,2.56405e+19,2.64283e+19,8.48107e+16,8.49491e+16,8.49497e+16,8.49768e+16,2748720.0,2753200.0,2753220.0,2754100.0,0.00151,0.00157,0.00157,0.00153,0.0008,0.00077,0.00079,0.0008,0.0008,0.00077,0.00079,0.0008,2.67933361,2.74524937,4.77605451,5.95301856,0.473296601,0.63729136,2.02153296,5.16485333
sample_00650,0.980604,0.00024,2.56274E+03,1.29009E+02,2.66544e+19,2.53207e+19,2.50176e+19,2.55006e+19,8.4867e+16,8.48585e+16,8.47885e+16,8.49534e+16,2750540.0,2750260.0,2748000.0,2753340.0,0.00158,0.00154,0.00155,0.00154,0.00081,0.00078,0.00079,0.0008,0.00081,0.00078,0.00079,0.0008,1.69987205,0.847667448,4.72480427,5.58837441,0.244084043,0.488136135,1.95955287,1.31470654
sample_00651,0.9866,0.00024,2.56554E+03,1.29174E+02,2.5866e+19,2.60944e+19,2.625e+19,2.55484e+19,8.47409e+16,8.4862e+16,8.48339e+16,8.49034e+16,2746450.0,2750380.0,2749460.0,2751720.0,0.00146,0.00148,0.00154,0.00149,0.00083,0.00079,0.00082,0.00078,0.00083,0.00079,0.00082,0.00078,1.76591132,5.36162777,5.87286406,3.30812109,5.39981393,4.44576101,2.97201163,3.63737985
sample_00652,0.997617,0.00023,2.58798E+03,1.30291E+02,2.46456e+19,2.50381e+19,2.63976e+19,2.54664e+19,8.48896e+16,8.48207e+16,8.48668e+16,8.49287e+16,2751270.0,2749030.0,2750530.0,2752530.0,0.00182,0.00184,0.00192,0.00183,0.00078,0.00074,0.00076,0.00084,0.00078,0.00074,0.00076,0.00084,2.01206687,4.62094524,5.22615871,2.32420529,3.01816449,4.18527891,0.477673452,5.14649099
sample_00653,0.986389,0.00025,2.56724E+03,1.29489E+02,2.5937e+19,2.53782e+19,2.61685e+19,2.55559e+19,8.49485e+16,8.48969e+16,8.48602e+16,8.49264e+16,2753180.0,2751510.0,2750320.0,2752460.0,0.00144,0.00144,0.00144,0.00139,0.00079,0.00079,0.0008,0.00079,0.00079,0.00079,0.0008,0.00079,1.88127488,6.26726941,6.27190235,5.20468645,5.02520697,3.98398552,3.72124876,3.27261626
sample_00654,0.986912,0.00024,2.57211E+03,1.29264E+02,2.58258e+19,2.58874e+19,2.57364e+19,2.5831e+19,8.48812e+16,8.49652e+16,8.47166e+16,8.47347e+16,2751000.0,2753720.0,2745670.0,2746250.0,0.00143,0.00138,0.0014,0.00147,0.00084,0.00078,0.00076,0.00079,0.00084,0.00078,0.00076,0.00079,6.27592652,4.08225501,5.39325307,2.84311225,2.51860708,0.984163503,4.58145182,3.52192887
sample_00655,0.99002,0.00024,2.57782E+03,1.29591E+02,2.53953e+19,2.58602e+19,2.58813e+19,2.63478e+19,8.49042e+16,8.48077e+16,8.48666e+16,8.47329e+16,2751740.0,2748610.0,2750520.0,2746190.0,0.00139,0.00141,0.00143,0.00139,0.00078,0.00075,0.00082,0.00073,0.00078,0.00075,0.00082,0.00073,4.95007572,4.90143675,1.61980769,1.05073437,6.06886929,3.61943182,4.79883767,1.034144
sample_00656,0.98429,0.00024,2.56475E+03,1.28895E+02,2.61175e+19,2.63437e+19,2.61448e+19,2.57448e+19,8.47537e+16,8.47572e+16,8.48125e+16,8.48772e+16,2746860.0,2746980.0,2748770.0,2750870.0,0.00154,0.00151,0.00149,0.00149,0.00083,0.0008,0.00081,0.0008,0.00083,0.0008,0.00081,0.0008,2.86729199,0.248351817,1.13128403,1.03262618,0.0793676962,3.54168592,0.908256139,1.95621282
sample_00657,0.991309,0.00024,2.57305E+03,1.29249E+02,2.67239e+19,2.5006e+19,2.52726e+19,2.56181e+19,8.48146e+16,8.48964e+16,8.4753e+16,8.48566e+16,2748840.0,2751490.0,2746840.0,2750200.0,0.00134,0.00124,0.00122,0.00126,0.0008,0.0008,0.00078,0.00082,0.0008,0.0008,0.00078,0.00082,6.12848518,1.47637816,5.07678037,4.80937845,0.537859185,3.99122455,2.32956673,5.13513602
sample_00658,0.98625,0.00025,2.57152E+03,1.29317E+02,2.58079e+19,2.59036e+19,2.59647e+19,2.61531e+19,8.49316e+16,8.48486e+16,8.49031e+16,8.47887e+16,2752630.0,2749940.0,2751710.0,2748000.0,0.00163,0.00166,0.00164,0.00166,0.00081,0.0008,0.00081,0.00076,0.00081,0.0008,0.00081,0.00076,1.89447917,4.6292274,2.37474069,6.09146757,5.97205785,3.39450938,1.51611298,5.328216
sample_00659,0.988566,0.00025,2.56383E+03,1.29082E+02,2.66406e+19,2.58547e+19,2.57884e+19,2.54939e+19,8.48009e+16,8.48493e+16,8.4897e+16,8.49703e+16,2748400.0,2749960.0,2751510.0,2753880.0,0.00144,0.00146,0.00148,0.00141,0.00084,0.00079,0.00079,0.00083,0.00084,0.00079,0.00079,0.00083,0.925146661,1.99765109,4.94514558,1.79879444,0.328981807,4.23456726,1.08958616,2.86463995
sample_00660,0.994016,0.00024,2.58141E+03,1.29869E+02,2.48822e+19,2.58462e+19,2.56209e+19,2.5772e+19,8.48569e+16,8.4841e+16,8.48852e+16,8.47426e+16,2750210.0,2749690.0,2751120.0,2746500.0,0.0013,0.00134,0.00128,0.00125,0.00081,0.00073,0.00085,0.00077,0.00081,0.00073,0.00085,0.00077,4.47645307,4.75702825,2.00419593,4.2165286,4.79281271,5.16199729,4.46312993,5.02006782
sample_00661,0.991744,0.00024,2.57575E+03,1.29700E+02,2.47692e+19,2.56914e+19,2.62262e+19,2.51611e+19,8.49006e+16,8.48703e+16,8.48298e+16,8.48446e+16,2751630.0,2750640.0,2749330.0,2749810.0,0.00146,0.00153,0.00159,0.00155,0.00079,0.00084,0.00081,0.00081,0.00079,0.00084,0.00081,0.00081,4.23714372,5.2856413,3.81115847,1.96393376,3.90064003,5.31672832,6.18333507,3.30447153
sample_00662,0.98594,0.00024,2.56475E+03,1.29283E+02,2.51112e+19,2.57528e+19,2.50525e+19,2.58464e+19,8.49354e+16,8.47876e+16,8.4883e+16,8.48259e+16,2752750.0,2747960.0,2751060.0,2749210.0,0.0016,0.00165,0.00161,0.00161,0.0008,0.00078,0.00077,0.0008,0.0008,0.00078,0.00077,0.0008,3.47256503,2.72709525,0.313989135,2.57150714,5.92594854,1.12335722,0.514207647,5.64941102
sample_00663,0.995598,0.00024,2.57959E+03,1.29653E+02,2.56426e+19,2.4785e+19,2.60208e+19,2.53871e+19,8.47321e+16,8.48852e+16,8.49536e+16,8.48465e+16,2746160.0,2751120.0,2753340.0,2749870.0,0.00157,0.00158,0.00165,0.00159,0.0008,0.00082,0.00079,0.00079,0.0008,0.00082,0.00079,0.00079,1.54949113,1.33450171,4.0610197,5.34548322,2.70863227,4.08834045,1.67070984,5.70393694
sample_00664,0.999715,0.00023,2.58006E+03,1.29828E+02,2.54148e+19,2.56303e+19,2.65683e+19,2.54404e+19,8.48121e+16,8.48285e+16,8.49922e+16,8.48879e+16,2748750.0,2749280.0,2754590.0,2751210.0,0.00123,0.00117,0.00123,0.00125,0.00078,0.00082,0.00079,0.00078,0.00078,0.00082,0.00079,0.00078,5.94525261,5.58734519,3.96251771,1.97718327,3.68766313,4.29197879,1.25646423,0.138256554
sample_00665,0.997658,0.00024,2.59392E+03,1.30400E+02,2.45257e+19,2.57601e+19,2.60685e+19,2.50812e+19,8.4878e+16,8.48296e+16,8.47932e+16,8.47304e+16,2750890.0,2749320.0,2748140.0,2746110.0,0.0014,0.00142,0.00135,0.00135,0.00083,0.0008,0.00075,0.00079,0.00083,0.0008,0.00075,0.00079,4.71920168,4.93870837,1.00182743,3.1671108,3.67322618,3.34261599,5.81519184,3.90084048
sample_00666,0.999255,0.00024,2.58712E+03,1.29803E+02,2.59216e+19,2.45761e+19,2.54449e+19,2.54463e+19,8.47521e+16,8.47731e+16,8.48208e+16,8.48264e+16,2746810.0,2747490.0,2749040.0,2749220.0,0.00193,0.0019,0.00187,0.00187,0.00081,0.00081,0.00078,0.00077,0.00081,0.00081,0.00078,0.00077,0.62430393,1.48663832,5.58310895,0.684663574,4.57186883,3.87458781,3.82518598,5.05819487
sample_00667,0.985412,0.00025,2.56614E+03,1.29056E+02,2.54119e+19,2.58553e+19,2.52598e+19,2.53038e+19,8.48566e+16,8.48535e+16,8.48369e+16,8.48768e+16,2750200.0,2750100.0,2749560.0,2750860.0,0.00145,0.0015,0.00146,0.00147,0.00082,0.0008,0.00078,0.00073,0.00082,0.0008,0.00078,0.00073,4.28864363,5.86913916,2.04053698,0.876625448,2.3576969,1.25552417,1.56192209,0.468040661
sample_00668,1.00273,0.00023,2.59445E+03,1.30252E+02,2.4985e+19,2.64258e+19,2.62649e+19,2.5079e+19,8.47796e+16,8.47972e+16,8.49287e+16,8.48472e+16,2747700.0,2748270.0,2752530.0,2749890.0,0.00112,0.0011,0.00106,0.00108,0.00078,0.00077,0.0008,0.00078,0.00078,0.00077,0.0008,0.00078,1.95667996,5.72435806,2.19228558,2.70748197,4.03070074,4.49469895,6.02321206,2.03941361
sample_00669,0.988742,0.00023,2.57548E+03,1.29535E+02,2.54233e+19,2.53175e+19,2.54996e+19,2.54813e+19,8.48619e+16,8.49923e+16,8.4788e+16,8.48382e+16,2750370.0,2754600.0,2747980.0,2749600.0,0.00132,0.00133,0.0014,0.00139,0.00081,0.00081,0.00078,0.00084,0.00081,0.00081,0.00078,0.00084,4.25030657,0.334310233,2.81544138,6.12071558,2.62137766,2.46010205,5.7291621,3.89078722
sample_00670,0.982156,0.00026,2.57014E+03,1.29288E+02,2.4875e+19,2.52522e+19,2.60236e+19,2.57646e+19,8.48784e+16,8.48167e+16,8.49413e+16,8.49209e+16,2750910.0,2748910.0,2752950.0,2752290.0,0.00144,0.00142,0.00141,0.0014,0.00076,0.00079,0.00076,0.00084,0.00076,0.00079,0.00076,0.00084,3.38570893,3.9259267,5.17979773,4.34769889,5.18991329,3.06523391,4.73053454,2.14997655
sample_00671,0.992555,0.00024,2.58717E+03,1.30010E+02,2.51712e+19,2.52149e+19,2.58522e+19,2.59614e+19,8.47696e+16,8.48846e+16,8.48551e+16,8.48792e+16,2747380.0,2751110.0,2750150.0,2750930.0,0.00184,0.00181,0.00173,0.00181,0.00079,0.00079,0.0008,0.0008,0.00079,0.00079,0.0008,0.0008,1.63255758,4.2754243,2.96321943,0.0469670608,3.95273487,5.60196285,3.90694253,0.177713652
sample_00672,0.991057,0.00024,2.58404E+03,1.29829E+02,2.55553e+19,2.51202e+19,2.56575e+19,2.63426e+19,8.48437e+16,8.47881e+16,8.47882e+16,8.48787e+16,2749780.0,2747980.0,2747980.0,2750910.0,0.00172,0.00166,0.00167,0.00173,0.0008,0.00078,0.00078,0.00081,0.0008,0.00078,0.00078,0.00081,1.06523944,3.9551929,3.44229291,5.6660638,1.9679274,5.40964083,0.114102702,0.260218425
sample_00673,1.00563,0.00024,2.59395E+03,1.30237E+02,2.58487e+19,2.49732e+19,2.57681e+19,2.6373e+19,8.48856e+16,8.48111e+16,8.49402e+16,8.47602e+16,2751130.0,2748720.0,2752910.0,2747070.0,0.00158,0.00155,0.00158,0.00156,0.00082,0.00078,0.00082,0.00082,0.00082,0.00078,0.00082,0.00082,0.637244685,1.82670223,4.14814894,3.81712039,2.42664602,3.96834515,5.12289251,6.05678767
sample_00674,0.987124,0.00025,2.57794E+03,1.29533E+02,2.66029e+19,2.56301e+19,2.53939e+19,2.54116e+19,8.50084e+16,8.48133e+16,8.49163e+16,8.485e+16,2755120.0,2748800.0,2752140.0,2749990.0,0.00154,0.00161,0.00163,0.00159,0.0008,0.0008,0.00083,0.00076,0.0008,0.0008,0.00083,0.00076,0.0161939684,6.20236039,0.935979062,5.63039146,2.54404991,1.60474973,3.80408987,3.06861505
sample_00675,0.990487,0.00024,2.57934E+03,1.29505E+02,2.57371e+19,2.69792e+19,2.56218e+19,2.57633e+19,8.48344e+16,8.48725e+16,8.48078e+16,8.48609e+16,2749480.0,2750710.0,2748620.0,2750340.0,0.00184,0.00187,0.00181,0.00179,0.00081,0.00079,0.00081,0.00075,0.00081,0.00079,0.00081,0.00075,2.65893179,5.49230169,2.86131941,3.0242557,0.237280316,2.38056931,4.91442988,3.57845245
sample_00676,0.979041,0.00025,2.55733E+03,1.28694E+02,2.51596e+19,2.60376e+19,2.57813e+19,2.50829e+19,8.48592e+16,8.47575e+16,8.48832e+16,8.47613e+16,2750290.0,2746990.0,2751070.0,2747120.0,0.00159,0.00165,0.00168,0.00163,0.0008,0.00078,0.00083,0.00082,0.0008,0.00078,0.00083,0.00082,4.19632355,4.06254045,5.70756503,2.4415853,2.42702606,1.59213376,2.51404084,2.98469156
sample_00677,0.980327,0.00025,2.56649E+03,1.29283E+02,2.51995e+19,2.61078e+19,2.62322e+19,2.5295e+19,8.48e+16,8.4785e+16,8.49736e+16,8.48464e+16,2748370.0,2747880.0,2753990.0,2749870.0,0.00142,0.00148,0.00144,0.0014,0.00079,0.00082,0.00079,0.00078,0.00079,0.00082,0.00079,0.00078,3.72165794,4.40318816,4.86115861,2.03392064,2.72119148,1.97375313,1.41642816,2.88151665
sample_00678,0.986948,0.00024,2.57030E+03,1.29431E+02,2.59135e+19,2.5768e+19,2.64733e+19,2.60468e+19,8.49179e+16,8.49394e+16,8.47822e+16,8.49092e+16,2752190.0,2752890.0,2747790.0,2751900.0,0.00148,0.0014,0.00143,0.00147,0.0008,0.00077,0.00077,0.00083,0.0008,0.00077,0.00077,0.00083,5.91368712,4.88435066,0.191819032,4.76866231,3.93140128,2.59112351,3.39373348,1.15930879
sample_00679,0.98963,0.00023,2.57904E+03,1.29721E+02,2.56757e+19,2.57387e+19,2.57822e+19,2.64525e+19,8.48175e+16,8.47757e+16,8.48323e+16,8.49291e+16,2748930.0,2747580.0,2749410.0,2752550.0,0.00176,0.0017,0.00177,0.00178,0.00077,0.0008,0.00074,0.00078,0.00077,0.0008,0.00074,0.00078,5.50001316,4.4785678,3.37909905,0.917261653,1.87148193,5.99193354,5.78758459,4.6868362
sample_00680,0.993795,0.00024,2.58162E+03,1.29585E+02,2.51582e+19,2.55416e+19,2.49824e+19,2.51137e+19,8.49822e+16,8.49023e+16,8.49376e+16,8.47681e+16,2754270.0,2751680.0,2752820.0,2747330.0,0.00129,0.00136,0.00133,0.0013,0.00084,0.00078,0.00084,0.00078,0.00084,0.00078,0.00084,0.00078,5.04859838,6.26351816,2.59180854,4.10736223,5.6746348,4.69110035,5.77135896,1.57493594
sample_00681,0.99539,0.00023,2.59175E+03,1.30081E+02,2.57515e+19,2.66032e+19,2.49591e+19,2.58339e+19,8.4775e+16,8.48281e+16,8.48796e+16,8.48677e+16,2747550.0,2749270.0,2750940.0,2750560.0,0.0016,0.00156,0.00151,0.00158,0.00076,0.00078,0.00076,0.00081,0.00076,0.00078,0.00076,0.00081,2.7291496,0.406037363,2.39698056,2.53314245,0.651028364,1.43727917,3.856384,5.82399441
sample_00682,0.988687,0.00024,2.58286E+03,1.29707E+02,2.54778e+19,2.56587e+19,2.4881e+19,2.53807e+19,8.4818e+16,8.47441e+16,8.49021e+16,8.48516e+16,2748950.0,2746550.0,2751670.0,2750040.0,0.00153,0.00154,0.00151,0.00151,0.00079,0.00076,0.00082,0.00079,0.00079,0.00076,0.00082,0.00079,1.26765222,5.01631868,0.54399295,3.33052878,6.17129384,2.09359899,1.70904039,6.15500263
sample_00683,0.993608,0.00024,2.58532E+03,1.29786E+02,2.62169e+19,2.52011e+19,2.48838e+19,2.57321e+19,8.47701e+16,8.49009e+16,8.48293e+16,8.48073e+16,2747400.0,2751630.0,2749310.0,2748600.0,0.00161,0.00159,0.00162,0.00162,0.00076,0.00085,0.00078,0.00078,0.00076,0.00085,0.00078,0.00078,0.490033923,0.192335472,4.70069929,1.89924194,0.876496467,5.68400677,4.72972254,1.26257472
sample_00684,0.98837,0.00025,2.57292E+03,1.29177E+02,2.50932e+19,2.51108e+19,2.65146e+19,2.59541e+19,8.47968e+16,8.49864e+16,8.49514e+16,8.47721e+16,2748260.0,2754400.0,2753270.0,2747460.0,0.00119,0.00121,0.00124,0.00116,0.00082,0.00078,0.00079,0.00079,0.00082,0.00078,0.00079,0.00079,4.89981065,3.81353069,4.78279249,5.24106252,4.16090694,4.97651473,4.8701351,3.95416934
